MdctStateId,MdctYear,MdctQuarter,MdctStateForm,MdctFormId,MdctForm,MdctFormName,MdctStatusId,MdctStatus,MdctNotApplicable,MdctProgramCode,MdctValidationPercent,MdctStateComments_Type,MdctStateComments_Entry,MdctStatusModifiedBy,MdctStatusDate,MdctLastModifiedBy,MdctLastModified,MdctCreatedBy,MdctCreatedDate
IL,2020,1,IL-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2019,2,IN-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2020,3,IN-2020-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2021,2,IN-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2019,2,KS-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2021,2,KS-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KY,2019,3,KY-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KY,2020,1,KY-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KY,2020,4,KY-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2019,1,LA-2019-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2019,2,LA-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2020,2,LA-2020-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2020,3,LA-2020-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2021,1,LA-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2021,2,LA-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MA,2019,1,MA-2019-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MA,2019,3,MA-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MA,2020,1,MA-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MA,2020,4,MA-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2019,2,MD-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ID,2020,4,ID-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IL,2019,3,IL-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IL,2020,3,IL-2020-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IL,2021,1,IL-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IL,2021,2,IL-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2020,1,IN-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
IN,2021,1,IN-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2019,1,KS-2019-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2019,3,KS-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2019,4,KS-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2020,1,KS-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2020,4,KS-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KS,2021,1,KS-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
KY,2021,2,KY-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2019,3,LA-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
LA,2019,4,LA-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MA,2019,4,MA-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MA,2020,2,MA-2020-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2019,1,MD-2019-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2019,3,MD-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ME,2019,3,ME-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MI,2019,4,MI-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MI,2020,1,MI-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MI,2020,3,MI-2020-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2020,1,MD-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2020,3,MD-2020-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2020,4,MD-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MD,2021,1,MD-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ME,2020,2,ME-2020-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MI,2019,1,MI-2019-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MI,2019,2,MI-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MN,2019,4,MN-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MN,2020,4,MN-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MN,2021,1,MN-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2019,1,MO-2019-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2019,3,MO-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2019,4,MO-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2020,3,MO-2020-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MS,2019,2,MS-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MS,2020,1,MS-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2019,2,MT-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2020,4,MT-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2021,1,MT-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2021,2,MT-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NC,2019,1,NC-2019-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NC,2020,1,NC-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NC,2020,3,NC-2020-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ND,2019,3,ND-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MI,2021,2,MI-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MN,2019,2,MN-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MN,2021,2,MN-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2020,2,MO-2020-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2021,1,MO-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MO,2021,2,MO-2021-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MS,2020,2,MS-2020-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MS,2020,4,MS-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2019,1,MT-2019-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
MT,2019,4,MT-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NC,2020,2,NC-2020-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NC,2021,1,NC-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ND,2019,4,ND-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
ND,2020,1,ND-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NE,2019,2,NE-2019-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NE,2019,4,NE-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NE,2020,1,NE-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NE,2020,2,NE-2020-2-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NH,2019,3,NH-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NH,2020,3,NH-2020-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NJ,2019,3,NJ-2019-3-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NJ,2019,4,NJ-2019-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NJ,2020,1,NJ-2020-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
NJ,2020,4,NJ-2020-4-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
DE,2021,1,DE-2021-1-64.21E,3,64.21E,Number of Children Served in Medicaid Expansion Program,1,In Progress,FALSE,All,0.03,text_multiline,NULL,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633,Legacy SEDS,2021-06-22T11:29:09.633
